LEFT_SHOULDER_X,LEFT_SHOULDER_Y,RIGH_SHOULDER_X,RIGH_SHOULDER_Y,LEFT_ELBOW_X,LEFT_ELBOW_Y,RIGHT_ELBOW_X,RIGHT_ELBOW_Y,LEFT_WRIST_X,LEFT_WRIST_Y,RIGHT_WRIST_X,RIGHT_WRIST_Y,LEFT_HIPS_X,LEFT_HIPS_Y,RIGHT_HIPS_X,RIGHT_HIPS_Y,LEFT_KNEE_X,LEFT_KNEE_Y,RIGHT_KNEE_X,RIGHT_KNEE_Y,LEFT_ANKLE_X,LEFT_ANKLE_Y,RIGHT_ANKLE_X,RIGHT_ANKLE_Y,RIGHT_ELBOW_ANGLE,LEFT_ELBOW_ANGLE,RIGHT_KNEE_ANGLE,RIGHT_KNEE_ANGLE,TARGET
0.819514274597168,0.6505177815755209,0.8003078460693359,0.6483397801717122,0.7784709453582763,0.6424665451049805,0.7636855602264404,0.6409549713134766,0.7866789817810058,0.6037878036499024,0.7769659519195556,0.6066922505696615,0.8243605613708496,0.7573858896891276,0.8048507690429687,0.7549087524414062,0.8093699455261231,0.8313776652018229,0.7846354007720947,0.8236214955647786,0.8335793495178223,0.8963544209798177,0.8165205001831055,0.8883262634277344,53.99349402523515,52.01148012118594,46.5706468742499,43.6320590278373,0
0.8182722091674804,0.6517907460530599,0.7986205577850342,0.6487471898396809,0.7772172451019287,0.6437132517496745,0.7631849765777587,0.641183598836263,0.7868488311767579,0.6055329004923503,0.7774397373199463,0.6072429021199545,0.8229751586914062,0.7577913920084636,0.8030722618103028,0.7550982793172201,0.8059139251708984,0.8319844563802083,0.7814533710479736,0.8239332834879557,0.8317808151245117,0.8956546783447266,0.8153823852539063,0.8870044072469075,53.945358826813525,50.889772421002256,46.981783727870685,43.8745268316256,0
0.819308090209961,0.6538478851318359,0.7951150894165039,0.6496496200561523,0.7858165740966797,0.6475303649902344,0.7629081726074218,0.6420852025349935,0.7900962829589844,0.6089950561523437,0.7781121253967285,0.6064629872639974,0.8208355903625488,0.759512456258138,0.7994154930114746,0.7573116938273112,0.8045561790466309,0.8327277501424154,0.7779574871063233,0.8268131256103516,0.8312637329101562,0.8947325388590495,0.8133792877197266,0.8871608098347982,49.1809203696952,46.772154415281754,46.88329561905285,44.4444646441079,0
0.8171442985534668,0.6499537150065104,0.7922391414642334,0.6459251403808594,0.7845702171325684,0.6415395100911458,0.7605210304260254,0.6391003290812175,0.7893925189971924,0.6059003194173177,0.7774361133575439,0.6038606643676758,0.8181763648986816,0.7569748560587565,0.7963573932647705,0.7552209218343099,0.8043314933776855,0.8317527135213216,0.7778421401977539,0.8264488855997721,0.8305459976196289,0.8954964955647786,0.8137811660766602,0.887422243754069,50.69626932250481,45.67598915374237,46.6546365036118,44.18900642902202,0
0.8149805068969727,0.6296360651652019,0.7896733283996582,0.6276004155476888,0.7857588291168213,0.616937001546224,0.7593042373657226,0.6152619043986003,0.7807175636291503,0.5796819686889648,0.7688930988311767,0.5807580312093099,0.8138261795043945,0.7367568969726562,0.7914291381835937,0.7362860997517904,0.8124295234680176,0.8133106867472331,0.7862751007080078,0.8116704940795898,0.8324644088745117,0.8910137812296549,0.8111714363098145,0.88450501759847,47.26850569869303,49.00054089094799,42.98312122460256,43.40175855900413,0
0.8101661682128907,0.6093798319498698,0.7943191051483154,0.6078851064046223,0.7684342384338378,0.5804010391235351,0.7624461650848389,0.5805341720581054,0.7649342060089112,0.5350167592366536,0.7619579792022705,0.5374086380004883,0.810462760925293,0.7183209737141927,0.7922986507415771,0.7168952306111653,0.8142751693725586,0.8013633092244467,0.7930636405944824,0.7998999277750651,0.8269669532775878,0.880775515238444,0.8089204788208008,0.8752225240071615,53.974390934380054,49.521698422902446,45.697908560176664,46.69706510377729,0
0.8091362953186035,0.5920810699462891,0.793538761138916,0.5952414194742839,0.7723640441894531,0.5622644424438477,0.7675313472747802,0.5658767700195313,0.7572132110595703,0.5209815025329589,0.7580051898956299,0.5246709187825521,0.8101967811584473,0.7038506189982097,0.7902229785919189,0.7039865493774414,0.8159570693969727,0.7895191192626954,0.7930092811584473,0.789690907796224,0.8239489555358886,0.8704540252685546,0.8039828300476074,0.8689675649007161,51.30783537452362,46.500938401259255,46.49616758419389,46.779344081933374,0
0.8054485321044922,0.5900392532348633,0.7934582710266114,0.5931428909301758,0.7673616886138916,0.5534918467203777,0.7694365501403808,0.5639228820800781,0.7623021125793457,0.5157461484273275,0.76619553565979,0.5218002319335937,0.8077930450439453,0.699902598063151,0.7896669864654541,0.6996100107828777,0.8161823272705078,0.7839972813924153,0.7936402797698975,0.7842442830403645,0.8233322143554688,0.8613020579020182,0.8023970603942872,0.8605980555216471,58.4980108737942,45.67612854512212,47.44384443905921,47.67069253267908,0
0.8076802253723144,0.5995129267374675,0.7889896392822265,0.6017852147420247,0.7692049980163574,0.5620534896850586,0.7675219058990479,0.5703444798787435,0.7644261837005615,0.5227799415588379,0.7657021522521973,0.5296897888183594,0.807796573638916,0.7051843007405599,0.7860570907592773,0.7050865809122722,0.8161263465881348,0.7882090250651042,0.7917182922363282,0.7893761952718099,0.8226374626159668,0.8657946268717448,0.8012866973876953,0.8661426544189453,57.93862332720293,46.232911574068666,47.01524651866914,47.399663464883304,0
0.8108835220336914,0.6217196146647136,0.7842774868011475,0.6163800557454427,0.7828484058380127,0.610260009765625,0.7686863899230957,0.5672247568766277,0.7750316143035889,0.5674636840820313,0.772899055480957,0.5209028879801433,0.8079732894897461,0.7256061553955078,0.7848132133483887,0.7246319452921549,0.8132506370544433,0.8065755208333333,0.7881976127624511,0.8067523956298828,0.8256505966186524,0.8864736557006836,0.8050877571105957,0.8831909815470378,41.59301862121884,48.83709510298422,44.88873273189987,45.90478532264856,0
