LEFT_SHOULDER_X,LEFT_SHOULDER_Y,RIGH_SHOULDER_X,RIGH_SHOULDER_Y,LEFT_ELBOW_X,LEFT_ELBOW_Y,RIGHT_ELBOW_X,RIGHT_ELBOW_Y,LEFT_WRIST_X,LEFT_WRIST_Y,RIGHT_WRIST_X,RIGHT_WRIST_Y,LEFT_HIPS_X,LEFT_HIPS_Y,RIGHT_HIPS_X,RIGHT_HIPS_Y,LEFT_KNEE_X,LEFT_KNEE_Y,RIGHT_KNEE_X,RIGHT_KNEE_Y,LEFT_ANKLE_X,LEFT_ANKLE_Y,RIGHT_ANKLE_X,RIGHT_ANKLE_Y,TARGET
0.5480788230895997,0.6872949600219727,0.5090738296508789,0.6775780359903971,0.5538458347320556,0.735140609741211,0.48476734161376955,0.7205542882283529,0.5500820636749267,0.7397263209025066,0.51206955909729,0.7228187561035156,0.5237797260284424,0.7742706298828125,0.4952523231506348,0.7709351857503255,0.5408882141113281,0.8475064595540365,0.5051896095275878,0.8497701009114583,0.5198240280151367,0.9149285634358724,0.4914715766906738,0.9250131607055664,1
0.5468760013580323,0.6943733215332031,0.5074094772338867,0.6824978510538737,0.5520610809326172,0.7435630798339844,0.4832789421081543,0.7231194814046223,0.5475314617156982,0.7394505818684896,0.5124438285827637,0.7183229446411132,0.5245874404907227,0.7792519251505534,0.4956674098968506,0.7751327514648437,0.5429801940917969,0.850818379720052,0.5072321891784668,0.8512865702311198,0.5200399875640869,0.9153881072998047,0.49183025360107424,0.9253349304199219,1
0.5426598072052002,0.7049354553222656,0.5019542694091796,0.6972826639811198,0.5555299758911133,0.7357116063435872,0.48288521766662595,0.7217345555623372,0.5503879070281983,0.6861743927001953,0.5106266975402832,0.6964397430419922,0.5252842426300048,0.7938783009847005,0.4954383373260498,0.7914801915486653,0.5447561264038085,0.8584317525227865,0.5074112415313721,0.857957140604655,0.5191941261291504,0.9149008433024088,0.4921739101409912,0.925596046447754,1
0.5394532203674316,0.6914363861083984,0.4984261989593506,0.6870600382486979,0.5571657657623291,0.7113519032796224,0.4816652774810791,0.7056633631388346,0.5471834659576416,0.6675599416097006,0.5038794994354248,0.6785453796386719,0.5247133255004883,0.7943487167358398,0.49499058723449707,0.7924324035644531,0.5453806400299073,0.8603049596150716,0.5088645458221436,0.8572043100992839,0.519330644607544,0.9158491770426432,0.4924813747406006,0.9252999623616537,1
0.5366311550140381,0.6564998626708984,0.4977506160736084,0.6540348052978515,0.55453462600708,0.6554878870646159,0.4885105133056641,0.6625110626220703,0.5414702892303467,0.606788444519043,0.5071633338928223,0.6285303751627604,0.5285749912261963,0.7724885940551758,0.49890961647033694,0.771464729309082,0.5425848007202149,0.8524219512939453,0.5055060386657715,0.851512082417806,0.5202722072601318,0.9133695602416992,0.49354214668273927,0.9246516545613607,1
0.5386346340179443,0.6383581161499023,0.49967188835144044,0.6361989974975586,0.5566554546356202,0.6234633763631184,0.49578194618225097,0.6187766393025717,0.5467875480651856,0.5783047358194987,0.5081765651702881,0.5771928151448568,0.5313159465789795,0.7453051884969075,0.5010381221771241,0.7449359258015951,0.5397806167602539,0.8258970896402995,0.49919867515563965,0.8310833613077799,0.52875657081604,0.8963390986124674,0.49483609199523926,0.9132429122924804,1
0.5383361339569092,0.6135672887166341,0.5017171859741211,0.6098445892333985,0.5508995056152344,0.5869667053222656,0.5031332492828369,0.5525880177815755,0.543150520324707,0.542153803507487,0.5103832244873047,0.5006779988606771,0.52964768409729,0.7202327728271485,0.5002358436584473,0.7202113469441732,0.5405970573425293,0.8066858927408854,0.4963498592376709,0.8113858540852864,0.5294474601745606,0.875232442220052,0.4941418170928955,0.8973395665486653,1
0.5393454551696777,0.588490358988444,0.5030860424041748,0.5814593633015951,0.551333999633789,0.5578482945760092,0.507691478729248,0.530953566233317,0.5385831832885742,0.5162795702616374,0.5137661933898926,0.4865981419881185,0.5302328109741211,0.6904824574788412,0.5020836353302002,0.6894402821858724,0.5382007598876953,0.7787387847900391,0.5019043445587158,0.7828010559082031,0.5303410530090332,0.8572485605875652,0.49405660629272463,0.8708908081054687,1
0.5399812698364258,0.5832911173502604,0.5032672882080078,0.578271230061849,0.5506421089172363,0.5510579427083333,0.5079573154449463,0.5391047795613607,0.5385653495788574,0.5115042368570963,0.5174824714660644,0.502911376953125,0.5296638488769532,0.6869038899739583,0.5014182567596436,0.6859514236450195,0.5370152473449707,0.7748744328816731,0.5030831336975098,0.7786890665690104,0.5304166793823242,0.8556210835774739,0.4959218502044678,0.86912047068278,1
0.5388333320617675,0.5925890604654948,0.502967357635498,0.5867702484130859,0.5515653610229492,0.5621342976888021,0.5075786590576172,0.5319761594136556,0.5363871574401855,0.5155043284098307,0.5088139533996582,0.4819323221842448,0.5291677474975586,0.6960269292195638,0.5011874675750733,0.6950372695922852,0.533772325515747,0.7885464350382487,0.5019816398620606,0.7892203013102214,0.5322292804718017,0.8735275904337565,0.49810066223144533,0.8825296401977539,1
0.5377326965332031,0.6112148284912109,0.5020764350891114,0.607058588663737,0.5539132118225097,0.5817646662394206,0.5074775218963623,0.5558254241943359,0.5404047489166259,0.5353860855102539,0.5112319469451905,0.5054531415303548,0.5300157546997071,0.7165098190307617,0.5014122009277344,0.7155152002970377,0.5362032413482666,0.8129136403401692,0.5028964042663574,0.8127309163411458,0.530695629119873,0.8947785695393881,0.4974919319152832,0.9050698598225911,1
