LEFT_SHOULDER_X,LEFT_SHOULDER_Y,RIGH_SHOULDER_X,RIGH_SHOULDER_Y,LEFT_ELBOW_X,LEFT_ELBOW_Y,RIGHT_ELBOW_X,RIGHT_ELBOW_Y,LEFT_WRIST_X,LEFT_WRIST_Y,RIGHT_WRIST_X,RIGHT_WRIST_Y,LEFT_HIPS_X,LEFT_HIPS_Y,RIGHT_HIPS_X,RIGHT_HIPS_Y,LEFT_KNEE_X,LEFT_KNEE_Y,RIGHT_KNEE_X,RIGHT_KNEE_Y,LEFT_ANKLE_X,LEFT_ANKLE_Y,RIGHT_ANKLE_X,RIGHT_ANKLE_Y,TARGET
0.5574750900268555,0.6465740203857422,0.5092816352844238,0.646096928914388,0.5605712413787842,0.6967926661173502,0.4984409809112549,0.7005578994750976,0.5591755867004394,0.7321680704752604,0.5284650325775146,0.7193764368693034,0.5473208427429199,0.7440425237019856,0.5157506942749024,0.7440236409505209,0.5514069080352784,0.8195131937662761,0.5156514167785644,0.8237387339274088,0.5490810871124268,0.8950757344563802,0.5115909576416016,0.904210917154948,0
0.557551383972168,0.6465658823649089,0.5093158721923828,0.6462862650553386,0.5608481884002685,0.6972688039143881,0.4987211227416992,0.701474126180013,0.5595286369323731,0.7326991399129231,0.5286823272705078,0.7176884969075521,0.5467339038848877,0.7446983973185222,0.5154379844665528,0.7445275624593098,0.5494835853576661,0.8220579147338867,0.5169074535369873,0.8244160970052083,0.5462379932403565,0.8995398839314779,0.5118587493896485,0.9032695134480794,0
0.5574525833129883,0.6518985748291015,0.5102829456329345,0.6504160563151041,0.5623720645904541,0.7017898559570312,0.5013139724731446,0.7059773763020833,0.5633191108703614,0.7350013732910157,0.5335708618164062,0.7158287048339844,0.5469803810119629,0.7533095677693685,0.5161576747894288,0.7524897257486979,0.5475980758666992,0.8328864415486653,0.5183895111083985,0.8311850865681966,0.5432631969451904,0.9058968861897786,0.5085676193237305,0.9051347732543945,0
0.557712459564209,0.664833132425944,0.5123921394348144,0.6594645182291666,0.5682797431945801,0.7139322280883789,0.5043787002563477,0.7099920272827148,0.5627567291259765,0.7181596755981445,0.5360337257385254,0.700451405843099,0.5458056926727295,0.7646548589070638,0.5156570911407471,0.7624276479085287,0.5485594272613525,0.8459280649820964,0.5188624382019043,0.8416573206583658,0.5416172981262207,0.9108628590901693,0.5053703308105468,0.912805684407552,0
0.555717658996582,0.6756845474243164,0.5123927116394043,0.669274648030599,0.5805916309356689,0.7010295867919922,0.5099558353424072,0.6935688018798828,0.5798001766204834,0.6630836486816406,0.53193039894104,0.6648752848307292,0.5429363250732422,0.7782086690266927,0.5143348217010498,0.775982666015625,0.5482789039611816,0.8521333694458008,0.5217000007629394,0.8507546106974284,0.5409675598144531,0.9121707280476888,0.5065138339996338,0.9117975234985352,0
0.559451675415039,0.6629823684692383,0.5143632888793945,0.6534096399943033,0.5834867477416992,0.670620854695638,0.5141791820526123,0.6727029164632161,0.5768199920654297,0.6188810348510743,0.5404343605041504,0.6296047846476237,0.5447021007537842,0.774853515625,0.5148800373077392,0.7715298970540364,0.54994797706604,0.8545932769775391,0.5242806911468506,0.8515622456868489,0.5397180080413818,0.9116694132486979,0.5076110363006592,0.9125882466634114,0
0.557392168045044,0.6363196055094401,0.5128008365631104,0.6294755935668945,0.5816967010498046,0.6351470311482748,0.517771577835083,0.6507116953531901,0.5672650814056397,0.5904059092203776,0.535032081604004,0.6200996398925781,0.5475153446197509,0.7575646718343099,0.5169082164764405,0.7549310048421224,0.5512370586395263,0.8445384343465169,0.5239386081695556,0.841828982035319,0.5411906719207764,0.9119414647420248,0.5073636054992676,0.9120980580647786,0
0.559509563446045,0.6032996495564779,0.5146508693695069,0.5999041239420573,0.5758934497833252,0.5909192403157552,0.5210062980651855,0.5944228490193685,0.5617422580718994,0.5520670572916667,0.5410019397735596,0.5572247823079427,0.5515658378601074,0.7226361592610677,0.5203613758087158,0.7214040756225586,0.5513442516326904,0.8157117207845052,0.519441556930542,0.814532470703125,0.5441521167755127,0.8993801752726237,0.5072004318237304,0.8962341944376627,0
0.5602593898773194,0.607008679707845,0.5186557769775391,0.6063121795654297,0.5733448505401612,0.5640282948811849,0.5187206268310547,0.5658511479695638,0.5583502769470214,0.5219565391540527,0.5343607902526856,0.5267465273539226,0.5515760898590087,0.7137899398803711,0.5213426113128662,0.7124935785929362,0.5517148971557617,0.8083189010620118,0.5193395614624023,0.8037977854410807,0.5458159923553467,0.8921054204305013,0.5134402751922608,0.8858097076416016,0
0.8472168922424317,0.7144498825073242,0.8262741088867187,0.7229090372721354,0.8711692810058593,0.7388013203938802,0.8231932640075683,0.7598700205485026,0.860344123840332,0.7666371663411459,0.8131804466247559,0.791821543375651,0.8616387367248535,0.776101557413737,0.8533580780029297,0.779526964823405,0.8378480911254883,0.8248666763305664,0.860984992980957,0.8331249237060547,0.8275708198547364,0.8785825729370117,0.887514591217041,0.8770036061604818,0
0.5607955932617188,0.6034628550211588,0.5220997333526611,0.6024063110351563,0.568458080291748,0.5559815724690755,0.5272726535797119,0.5544474283854167,0.5528261184692382,0.5141286849975586,0.5354746818542481,0.5091747601826986,0.5549693584442139,0.7089927037556966,0.5256239414215088,0.7079334259033203,0.5552188873291015,0.8027480443318685,0.5229729652404785,0.799070676167806,0.5505173683166504,0.8854921976725261,0.5223496437072754,0.8810319900512695,0
